id,file_name,is_malicious
18763,201704_18763,1
18764,201704_18764,1
18765,201704_18765,0
18766,201704_18766,0
18767,201704_18767,1
18768,201704_18768,1
18769,201704_18769,1
18770,201704_18770,0
18771,201704_18771,1
18772,201704_18772,1
18773,201704_18773,1
18774,201704_18774,1
18775,201704_18775,1
18776,201704_18776,1
18777,201704_18777,1
18778,201704_18778,0
18779,201704_18779,0
18780,201704_18780,0
18781,201704_18781,0
18782,201704_18782,1
18783,201704_18783,1
18784,201704_18784,1
18785,201704_18785,0
18786,201704_18786,1
18787,201704_18787,1
18788,201704_18788,1
18789,201704_18789,1
18790,201704_18790,0
18791,201704_18791,0
18792,201704_18792,0
18793,201704_18793,1
18794,201704_18794,0
18795,201704_18795,0
18796,201704_18796,0
18797,201704_18797,0
18798,201704_18798,0
18799,201704_18799,0
18800,201704_18800,0
18801,201704_18801,0
18802,201704_18802,1
18803,201704_18803,1
18804,201704_18804,0
18805,201704_18805,0
18806,201704_18806,1
18807,201704_18807,1
18808,201704_18808,0
18809,201704_18809,1
18810,201704_18810,1
18811,201704_18811,1
18812,201704_18812,1
18813,201704_18813,1
18814,201704_18814,1
18815,201704_18815,0
18816,201704_18816,1
18817,201704_18817,0
18818,201704_18818,1
18819,201704_18819,1
18820,201704_18820,1
18821,201704_18821,1
18822,201704_18822,1
18823,201704_18823,1
18824,201704_18824,1
18825,201704_18825,0
18826,201704_18826,1
18827,201704_18827,0
18828,201704_18828,1
18829,201704_18829,1
18830,201704_18830,1
18831,201704_18831,0
18832,201704_18832,1
18833,201704_18833,0
18834,201704_18834,0
18835,201704_18835,1
18836,201704_18836,0
18837,201704_18837,0
18838,201704_18838,0
18839,201704_18839,0
18840,201704_18840,1
18841,201704_18841,1
18842,201704_18842,0
18843,201704_18843,1
18844,201704_18844,0
18845,201704_18845,0
18846,201704_18846,1
18847,201704_18847,1
18848,201704_18848,0
18849,201704_18849,0
18850,201704_18850,1
18851,201704_18851,1
18852,201704_18852,0
18853,201704_18853,0
18854,201704_18854,1
18855,201704_18855,0
18856,201704_18856,1
18857,201704_18857,1
18858,201704_18858,0
18859,201704_18859,0
18860,201704_18860,0
18861,201704_18861,1
18862,201704_18862,0
18863,201704_18863,0
18864,201704_18864,0
18865,201704_18865,1
18866,201704_18866,1
18867,201704_18867,1
18868,201704_18868,1
18869,201704_18869,1
18870,201704_18870,0
18871,201704_18871,0
18872,201704_18872,1
18873,201704_18873,0
18874,201704_18874,0
18875,201704_18875,0
18876,201704_18876,1
18877,201704_18877,1
18878,201704_18878,1
18879,201704_18879,0
18880,201704_18880,0
18881,201704_18881,1
18882,201704_18882,0
18883,201704_18883,0
18884,201704_18884,1
18885,201704_18885,1
18886,201704_18886,0
18887,201704_18887,1
18888,201704_18888,1
18889,201704_18889,1
18890,201704_18890,1
18891,201704_18891,1
18892,201704_18892,1
18893,201704_18893,1
18894,201704_18894,1
18895,201704_18895,1
18896,201704_18896,1
18897,201704_18897,1
18898,201704_18898,0
18899,201704_18899,1
18900,201704_18900,1
18901,201704_18901,1
18902,201704_18902,0
18903,201704_18903,1
18904,201704_18904,1
18905,201704_18905,1
18906,201704_18906,1
18907,201704_18907,0
18908,201704_18908,0
18909,201704_18909,1
18910,201704_18910,1
18911,201704_18911,1
18912,201704_18912,1
18913,201704_18913,0
18914,201704_18914,1
18915,201704_18915,1
18916,201704_18916,1
18917,201704_18917,1
18918,201704_18918,0
18919,201704_18919,0
18920,201704_18920,1
18921,201704_18921,1
18922,201704_18922,0
18923,201704_18923,1
18924,201704_18924,0
18925,201704_18925,1
18926,201704_18926,0
18927,201704_18927,0
18928,201704_18928,0
18929,201704_18929,1
18930,201704_18930,1
18931,201704_18931,1
18932,201704_18932,1
18933,201704_18933,1
18934,201704_18934,0
18935,201704_18935,1
18936,201704_18936,1
18937,201704_18937,1
18938,201704_18938,0
18939,201704_18939,1
18940,201704_18940,1
18941,201704_18941,1
18942,201704_18942,1
18943,201704_18943,0
18944,201704_18944,0
18945,201704_18945,0
18946,201704_18946,1
18947,201704_18947,1
18948,201704_18948,0
18949,201704_18949,1
18950,201704_18950,0
18951,201704_18951,1
18952,201704_18952,1
18953,201704_18953,1
18954,201704_18954,0
18955,201704_18955,0
18956,201704_18956,1
18957,201704_18957,0
18958,201704_18958,1
18959,201704_18959,0
18960,201704_18960,1
18961,201704_18961,1
18962,201704_18962,0
18963,201704_18963,0
18964,201704_18964,0
18965,201704_18965,1
18966,201704_18966,0
18967,201704_18967,1
18968,201704_18968,1
18969,201704_18969,0
18970,201704_18970,1
18971,201704_18971,0
18972,201704_18972,0
18973,201704_18973,0
18974,201704_18974,0
18975,201704_18975,1
18976,201704_18976,1
18977,201704_18977,0
18978,201704_18978,0
18979,201704_18979,1
18980,201704_18980,0
18981,201704_18981,0
18982,201704_18982,1
18983,201704_18983,1
18984,201704_18984,0
18985,201704_18985,0
18986,201704_18986,0
18987,201704_18987,1
18988,201704_18988,0
18989,201704_18989,0
18990,201704_18990,0
18991,201704_18991,1
18992,201704_18992,0
18993,201704_18993,1
18994,201704_18994,0
18995,201704_18995,1
18996,201704_18996,0
18997,201704_18997,1
18998,201704_18998,1
18999,201704_18999,1
19000,201704_19000,0
19001,201704_19001,0
19002,201704_19002,0
19003,201704_19003,1
19004,201704_19004,1
19005,201704_19005,1
19006,201704_19006,0
19007,201704_19007,0
19008,201704_19008,1
19009,201704_19009,0
19010,201704_19010,0
19011,201704_19011,0
19012,201704_19012,0
19013,201704_19013,1
19014,201704_19014,1
19015,201704_19015,0
19016,201704_19016,0
19017,201704_19017,0
19018,201704_19018,0
19019,201704_19019,1
19020,201704_19020,0
19021,201704_19021,1
19022,201704_19022,0
19023,201704_19023,0
19024,201704_19024,1
19025,201704_19025,1
19026,201704_19026,1
19027,201704_19027,0
19028,201704_19028,1
19029,201704_19029,1
19030,201704_19030,0
19031,201704_19031,0
19032,201704_19032,0
19033,201704_19033,0
19034,201704_19034,1
19035,201704_19035,1
19036,201704_19036,0
19037,201704_19037,1
19038,201704_19038,1
19039,201704_19039,0
19040,201704_19040,1
19041,201704_19041,0
19042,201704_19042,1
19043,201704_19043,1
19044,201704_19044,1
19045,201704_19045,0
19046,201704_19046,0
19047,201704_19047,1
19048,201704_19048,1
19049,201704_19049,0
19050,201704_19050,0
19051,201704_19051,0
19052,201704_19052,1
19053,201704_19053,0
19054,201704_19054,0
19055,201704_19055,0
19056,201704_19056,0
19057,201704_19057,0
19058,201704_19058,0
19059,201704_19059,1
19060,201704_19060,0
19061,201704_19061,1
19062,201704_19062,1
19063,201704_19063,1
19064,201704_19064,1
19065,201704_19065,0
19066,201704_19066,1
19067,201704_19067,1
19068,201704_19068,0
19069,201704_19069,1
19070,201704_19070,1
19071,201704_19071,1
19072,201704_19072,1
19073,201704_19073,0
19074,201704_19074,1
19075,201704_19075,0
19076,201704_19076,0
19077,201704_19077,1
19078,201704_19078,0
19079,201704_19079,1
19080,201704_19080,0
19081,201704_19081,1
19082,201704_19082,0
19083,201704_19083,0
19084,201704_19084,1
19085,201704_19085,0
19086,201704_19086,1
19087,201704_19087,0
19088,201704_19088,0
19089,201704_19089,1
19090,201704_19090,1
19091,201704_19091,1
19092,201704_19092,1
19093,201704_19093,1
19094,201704_19094,1
19095,201704_19095,1
19096,201704_19096,1
19097,201704_19097,1
19098,201704_19098,0
19099,201704_19099,1
19100,201704_19100,1
19101,201704_19101,0
19102,201704_19102,1
19103,201704_19103,1
19104,201704_19104,1
19105,201704_19105,0
19106,201704_19106,1
19107,201704_19107,1
19108,201704_19108,1
19109,201704_19109,1
19110,201704_19110,1
19111,201704_19111,0
19112,201704_19112,0
19113,201704_19113,1
19114,201704_19114,1
19115,201704_19115,1
19116,201704_19116,1
19117,201704_19117,0
19118,201704_19118,1
19119,201704_19119,1
19120,201704_19120,1
19121,201704_19121,0
19122,201704_19122,0
19123,201704_19123,0
19124,201704_19124,1
19125,201704_19125,1
19126,201704_19126,1
19127,201704_19127,1
19128,201704_19128,0
19129,201704_19129,1
19130,201704_19130,0
19131,201704_19131,1
19132,201704_19132,1
19133,201704_19133,1
19134,201704_19134,0
19135,201704_19135,1
19136,201704_19136,0
19137,201704_19137,1
19138,201704_19138,0
19139,201704_19139,0
19140,201704_19140,0
19141,201704_19141,1
19142,201704_19142,1
19143,201704_19143,1
19144,201704_19144,1
19145,201704_19145,1
19146,201704_19146,0
19147,201704_19147,0
19148,201704_19148,0
19149,201704_19149,0
19150,201704_19150,1
19151,201704_19151,0
19152,201704_19152,1
19153,201704_19153,0
19154,201704_19154,1
19155,201704_19155,1
19156,201704_19156,0
19157,201704_19157,1
19158,201704_19158,1
19159,201704_19159,0
19160,201704_19160,1
19161,201704_19161,1
19162,201704_19162,1
19163,201704_19163,0
19164,201704_19164,1
19165,201704_19165,0
19166,201704_19166,0
19167,201704_19167,0
19168,201704_19168,1
19169,201704_19169,0
19170,201704_19170,0
19171,201704_19171,1
19172,201704_19172,1
19173,201704_19173,1
19174,201704_19174,1
19175,201704_19175,0
19176,201704_19176,1
19177,201704_19177,1
19178,201704_19178,0
19179,201704_19179,1
19180,201704_19180,1
19181,201704_19181,0
19182,201704_19182,1
19183,201704_19183,1
19184,201704_19184,1
19185,201704_19185,0
19186,201704_19186,0
19187,201704_19187,0
19188,201704_19188,0
19189,201704_19189,0
19190,201704_19190,0
19191,201704_19191,1
19192,201704_19192,1
19193,201704_19193,0
19194,201704_19194,1
19195,201704_19195,1
19196,201704_19196,1
19197,201704_19197,1
19198,201704_19198,1
19199,201704_19199,0
19200,201704_19200,1
19201,201704_19201,0
19202,201704_19202,0
19203,201704_19203,1
19204,201704_19204,1
19205,201704_19205,1
19206,201704_19206,1
19207,201704_19207,1
19208,201704_19208,0
19209,201704_19209,1
19210,201704_19210,0
19211,201704_19211,0
19212,201704_19212,0
19213,201704_19213,0
19214,201704_19214,0
19215,201704_19215,0
19216,201704_19216,1
19217,201704_19217,0
19218,201704_19218,1
19219,201704_19219,1
19220,201704_19220,0
19221,201704_19221,0
19222,201704_19222,1
19223,201704_19223,1
19224,201704_19224,1
19225,201704_19225,1
19226,201704_19226,0
19227,201704_19227,0
19228,201704_19228,0
19229,201704_19229,1
19230,201704_19230,0
19231,201704_19231,0
19232,201704_19232,1
19233,201704_19233,0
19234,201704_19234,1
19235,201704_19235,1
19236,201704_19236,1
19237,201704_19237,1
19238,201704_19238,1
19239,201704_19239,1
19240,201704_19240,1
19241,201704_19241,1
19242,201704_19242,1
19243,201704_19243,0
19244,201704_19244,0
19245,201704_19245,0
19246,201704_19246,1
19247,201704_19247,1
19248,201704_19248,0
19249,201704_19249,1
19250,201704_19250,1
19251,201704_19251,0
19252,201704_19252,1
19253,201704_19253,1
19254,201704_19254,1
19255,201704_19255,0
19256,201704_19256,0
19257,201704_19257,0
19258,201704_19258,0
19259,201704_19259,0
19260,201704_19260,1
19261,201704_19261,1
19262,201704_19262,1
19263,201704_19263,0
19264,201704_19264,1
19265,201704_19265,0
19266,201704_19266,0
19267,201704_19267,0
19268,201704_19268,0
19269,201704_19269,1
19270,201704_19270,0
19271,201704_19271,0
19272,201704_19272,1
19273,201704_19273,1
19274,201704_19274,0
19275,201704_19275,1
19276,201704_19276,0
19277,201704_19277,0
19278,201704_19278,1
19279,201704_19279,1
19280,201704_19280,0
19281,201704_19281,1
19282,201704_19282,0
19283,201704_19283,1
19284,201704_19284,1
19285,201704_19285,1
19286,201704_19286,1
19287,201704_19287,0
19288,201704_19288,1
19289,201704_19289,0
19290,201704_19290,1
19291,201704_19291,0
19292,201704_19292,1
19293,201704_19293,0
19294,201704_19294,0
19295,201704_19295,0
19296,201704_19296,0
19297,201704_19297,1
19298,201704_19298,1
19299,201704_19299,1
19300,201704_19300,1
19301,201704_19301,0
19302,201704_19302,0
19303,201704_19303,1
19304,201704_19304,0
19305,201704_19305,1
19306,201704_19306,0
19307,201704_19307,0
19308,201704_19308,0
19309,201704_19309,1
19310,201704_19310,0
19311,201704_19311,0
19312,201704_19312,1
19313,201704_19313,0
19314,201704_19314,0
19315,201704_19315,0
19316,201704_19316,1
19317,201704_19317,1
19318,201704_19318,0
19319,201704_19319,1
19320,201704_19320,0
19321,201704_19321,0
19322,201704_19322,0
19323,201704_19323,0
19324,201704_19324,0
19325,201704_19325,0
19326,201704_19326,0
19327,201704_19327,1
19328,201704_19328,1
19329,201704_19329,1
19330,201704_19330,1
19331,201704_19331,0
19332,201704_19332,1
19333,201704_19333,1
19334,201704_19334,0
19335,201704_19335,0
19336,201704_19336,1
19337,201704_19337,0
19338,201704_19338,0
19339,201704_19339,0
19340,201704_19340,0
19341,201704_19341,1
19342,201704_19342,0
19343,201704_19343,1
19344,201704_19344,0
19345,201704_19345,0
19346,201704_19346,0
19347,201704_19347,1
19348,201704_19348,0
19349,201704_19349,1
19350,201704_19350,0
19351,201704_19351,0
19352,201704_19352,0
19353,201704_19353,0
19354,201704_19354,1
19355,201704_19355,1
19356,201704_19356,0
19357,201704_19357,1
19358,201704_19358,0
19359,201704_19359,0
19360,201704_19360,1
19361,201704_19361,0
19362,201704_19362,1
19363,201704_19363,1
19364,201704_19364,0
19365,201704_19365,0
19366,201704_19366,1
19367,201704_19367,0
19368,201704_19368,0
19369,201704_19369,1
19370,201704_19370,1
19371,201704_19371,0
19372,201704_19372,1
19373,201704_19373,0
19374,201704_19374,0
19375,201704_19375,1
19376,201704_19376,0
19377,201704_19377,1
19378,201704_19378,0
19379,201704_19379,0
19380,201704_19380,0
19381,201704_19381,0
19382,201704_19382,1
19383,201704_19383,1
19384,201704_19384,1
19385,201704_19385,0
19386,201704_19386,1
19387,201704_19387,0
19388,201704_19388,1
19389,201704_19389,1
19390,201704_19390,1
19391,201704_19391,1
19392,201704_19392,0
19393,201704_19393,1
19394,201704_19394,1
19395,201704_19395,1
19396,201704_19396,1
19397,201704_19397,1
19398,201704_19398,1
19399,201704_19399,1
19400,201704_19400,0
19401,201704_19401,1
19402,201704_19402,1
19403,201704_19403,1
19404,201704_19404,0
19405,201704_19405,1
19406,201704_19406,0
19407,201704_19407,1
19408,201704_19408,0
19409,201704_19409,1
19410,201704_19410,1
19411,201704_19411,1
19412,201704_19412,0
19413,201704_19413,0
19414,201704_19414,1
19415,201704_19415,0
19416,201704_19416,0
19417,201704_19417,1
19418,201704_19418,1
19419,201704_19419,1
19420,201704_19420,1
19421,201704_19421,0
19422,201704_19422,1
19423,201704_19423,0
19424,201704_19424,1
19425,201704_19425,0
19426,201704_19426,0
19427,201704_19427,1
19428,201704_19428,1
19429,201704_19429,1
19430,201704_19430,1
19431,201704_19431,1
19432,201704_19432,1
19433,201704_19433,0
19434,201704_19434,1
19435,201704_19435,1
19436,201704_19436,1
19437,201704_19437,1
19438,201704_19438,0
19439,201704_19439,1
19440,201704_19440,0
19441,201704_19441,1
19442,201704_19442,1
19443,201704_19443,0
19444,201704_19444,0
19445,201704_19445,1
19446,201704_19446,1
19447,201704_19447,1
19448,201704_19448,1
19449,201704_19449,1
19450,201704_19450,1
19451,201704_19451,0
19452,201704_19452,0
19453,201704_19453,1
19454,201704_19454,0
19455,201704_19455,1
19456,201704_19456,1
19457,201704_19457,0
19458,201704_19458,0
19459,201704_19459,1
19460,201704_19460,0
19461,201704_19461,1
19462,201704_19462,1
19463,201704_19463,0
19464,201704_19464,0
19465,201704_19465,1
19466,201704_19466,0
19467,201704_19467,1
19468,201704_19468,0
19469,201704_19469,0
19470,201704_19470,0
19471,201704_19471,1
19472,201704_19472,0
19473,201704_19473,1
19474,201704_19474,1
19475,201704_19475,0
19476,201704_19476,0
19477,201704_19477,1
19478,201704_19478,0
19479,201704_19479,0
19480,201704_19480,1
19481,201704_19481,1
19482,201704_19482,0
19483,201704_19483,1
19484,201704_19484,0
19485,201704_19485,0
19486,201704_19486,0
19487,201704_19487,0
19488,201704_19488,1
19489,201704_19489,1
19490,201704_19490,1
19491,201704_19491,0
19492,201704_19492,0
19493,201704_19493,1
19494,201704_19494,1
19495,201704_19495,0
19496,201704_19496,0
19497,201704_19497,0
19498,201704_19498,0
19499,201704_19499,0
19500,201704_19500,0
19501,201704_19501,0
19502,201704_19502,0
19503,201704_19503,1
19504,201704_19504,1
19505,201704_19505,0
19506,201704_19506,1
19507,201704_19507,0
19508,201704_19508,1
19509,201704_19509,0
19510,201704_19510,0
19511,201704_19511,0
19512,201704_19512,0
19513,201704_19513,1
19514,201704_19514,0
19515,201704_19515,1
19516,201704_19516,1
19517,201704_19517,1
19518,201704_19518,1
19519,201704_19519,0
19520,201704_19520,1
19521,201704_19521,1
19522,201704_19522,0
19523,201704_19523,1
19524,201704_19524,0
19525,201704_19525,0
19526,201704_19526,0
19527,201704_19527,0
19528,201704_19528,1
19529,201704_19529,0
19530,201704_19530,0
19531,201704_19531,1
19532,201704_19532,1
19533,201704_19533,0
19534,201704_19534,1
19535,201704_19535,0
19536,201704_19536,0
19537,201704_19537,0
19538,201704_19538,1
19539,201704_19539,1
19540,201704_19540,1
19541,201704_19541,1
19542,201704_19542,0
19543,201704_19543,1
19544,201704_19544,1
19545,201704_19545,1
19546,201704_19546,0
19547,201704_19547,1
19548,201704_19548,1
19549,201704_19549,0
19550,201704_19550,1
19551,201704_19551,0
19552,201704_19552,0
19553,201704_19553,1
19554,201704_19554,0
19555,201704_19555,0
19556,201704_19556,1
19557,201704_19557,1
19558,201704_19558,1
19559,201704_19559,1
19560,201704_19560,1
19561,201704_19561,0
19562,201704_19562,0
19563,201704_19563,1
19564,201704_19564,1
19565,201704_19565,1
19566,201704_19566,1
19567,201704_19567,1
19568,201704_19568,1
19569,201704_19569,0
19570,201704_19570,0
19571,201704_19571,0
19572,201704_19572,0
19573,201704_19573,0
19574,201704_19574,1
19575,201704_19575,0
19576,201704_19576,0
19577,201704_19577,0
19578,201704_19578,1
19579,201704_19579,1
19580,201704_19580,1
19581,201704_19581,0
19582,201704_19582,0
19583,201704_19583,1
19584,201704_19584,1
19585,201704_19585,1
19586,201704_19586,1
19587,201704_19587,1
19588,201704_19588,1
19589,201704_19589,1
19590,201704_19590,0
19591,201704_19591,1
19592,201704_19592,0
19593,201704_19593,0
19594,201704_19594,1
19595,201704_19595,1
19596,201704_19596,1
19597,201704_19597,1
19598,201704_19598,1
19599,201704_19599,1
19600,201704_19600,1
19601,201704_19601,0
19602,201704_19602,0
19603,201704_19603,1
19604,201704_19604,1
19605,201704_19605,1
19606,201704_19606,0
19607,201704_19607,0
19608,201704_19608,0
19609,201704_19609,0
19610,201704_19610,1
19611,201704_19611,0
19612,201704_19612,0
19613,201704_19613,1
19614,201704_19614,0
19615,201704_19615,1
19616,201704_19616,0
19617,201704_19617,1
19618,201704_19618,1
19619,201704_19619,1
19620,201704_19620,1
19621,201704_19621,0
19622,201704_19622,0
19623,201704_19623,0
19624,201704_19624,1
19625,201704_19625,1
19626,201704_19626,1
19627,201704_19627,0
19628,201704_19628,1
19629,201704_19629,0
19630,201704_19630,0
19631,201704_19631,0
19632,201704_19632,1
19633,201704_19633,1
19634,201704_19634,1
19635,201704_19635,1
19636,201704_19636,0
19637,201704_19637,0
19638,201704_19638,0
19639,201704_19639,1
19640,201704_19640,1
19641,201704_19641,1
19642,201704_19642,0
19643,201704_19643,1
19644,201704_19644,1
19645,201704_19645,1
19646,201704_19646,1
19647,201704_19647,1
19648,201704_19648,1
19649,201704_19649,1
19650,201704_19650,1
19651,201704_19651,0
19652,201704_19652,0
19653,201704_19653,0
19654,201704_19654,1
19655,201704_19655,1
19656,201704_19656,1
19657,201704_19657,0
19658,201704_19658,1
19659,201704_19659,0
19660,201704_19660,0
19661,201704_19661,1
19662,201704_19662,1
19663,201704_19663,0
19664,201704_19664,1
19665,201704_19665,1
19666,201704_19666,0
19667,201704_19667,1
19668,201704_19668,1
19669,201704_19669,0
19670,201704_19670,1
19671,201704_19671,1
19672,201704_19672,1
19673,201704_19673,0
19674,201704_19674,1
19675,201704_19675,0
19676,201704_19676,0
19677,201704_19677,1
19678,201704_19678,0
19679,201704_19679,0
19680,201704_19680,1
19681,201704_19681,1
19682,201704_19682,0
19683,201704_19683,0
19684,201704_19684,0
19685,201704_19685,0
19686,201704_19686,0
19687,201704_19687,1
19688,201704_19688,0
19689,201704_19689,1
19690,201704_19690,1
19691,201704_19691,1
19692,201704_19692,1
19693,201704_19693,1
19694,201704_19694,1
19695,201704_19695,0
19696,201704_19696,0
19697,201704_19697,0
19698,201704_19698,0
19699,201704_19699,1
19700,201704_19700,0
19701,201704_19701,0
19702,201704_19702,1
19703,201704_19703,1
19704,201704_19704,1
19705,201704_19705,0
19706,201704_19706,0
19707,201704_19707,0
19708,201704_19708,1
19709,201704_19709,1
19710,201704_19710,0
19711,201704_19711,0
19712,201704_19712,0
19713,201704_19713,0
19714,201704_19714,0
19715,201704_19715,1
19716,201704_19716,1
19717,201704_19717,1
19718,201704_19718,0
19719,201704_19719,1
19720,201704_19720,1
19721,201704_19721,0
19722,201704_19722,1
19723,201704_19723,0
19724,201704_19724,0
19725,201704_19725,0
19726,201704_19726,1
19727,201704_19727,1
19728,201704_19728,1
19729,201704_19729,0
19730,201704_19730,1
19731,201704_19731,1
19732,201704_19732,0
19733,201704_19733,0
19734,201704_19734,1
19735,201704_19735,1
19736,201704_19736,1
19737,201704_19737,0
19738,201704_19738,0
19739,201704_19739,1
19740,201704_19740,1
19741,201704_19741,0
19742,201704_19742,0
19743,201704_19743,0
19744,201704_19744,1
19745,201704_19745,1
19746,201704_19746,0
19747,201704_19747,1
19748,201704_19748,1
19749,201704_19749,1
19750,201704_19750,1
19751,201704_19751,0
19752,201704_19752,1
19753,201704_19753,1
19754,201704_19754,1
19755,201704_19755,0
19756,201704_19756,1
19757,201704_19757,0
19758,201704_19758,0
19759,201704_19759,0
19760,201704_19760,0
19761,201704_19761,0
19762,201704_19762,1
19763,201704_19763,0
19764,201704_19764,0
19765,201704_19765,0
19766,201704_19766,1
19767,201704_19767,1
19768,201704_19768,1
19769,201704_19769,0
19770,201704_19770,0
19771,201704_19771,1
19772,201704_19772,0
19773,201704_19773,0
19774,201704_19774,1
19775,201704_19775,1
19776,201704_19776,1
19777,201704_19777,1
19778,201704_19778,0
19779,201704_19779,1
19780,201704_19780,1
19781,201704_19781,0
19782,201704_19782,0
19783,201704_19783,1
19784,201704_19784,0
19785,201704_19785,0
19786,201704_19786,0
19787,201704_19787,1
19788,201704_19788,1
19789,201704_19789,1
19790,201704_19790,0
19791,201704_19791,0
19792,201704_19792,0
19793,201704_19793,1
19794,201704_19794,1
19795,201704_19795,1
19796,201704_19796,0
19797,201704_19797,1
19798,201704_19798,1
19799,201704_19799,1
19800,201704_19800,0
19801,201704_19801,1
19802,201704_19802,1
19803,201704_19803,0
19804,201704_19804,1
19805,201704_19805,1
19806,201704_19806,1
19807,201704_19807,0
19808,201704_19808,1
19809,201704_19809,0
19810,201704_19810,1
19811,201704_19811,1
19812,201704_19812,1
19813,201704_19813,1
19814,201704_19814,1
19815,201704_19815,0
19816,201704_19816,0
19817,201704_19817,1
19818,201704_19818,0
19819,201704_19819,1
19820,201704_19820,1
19821,201704_19821,1
19822,201704_19822,0
19823,201704_19823,0
19824,201704_19824,0
19825,201704_19825,0
19826,201704_19826,1
19827,201704_19827,1
19828,201704_19828,0
19829,201704_19829,0
19830,201704_19830,0
19831,201704_19831,1
19832,201704_19832,0
19833,201704_19833,0
19834,201704_19834,0
19835,201704_19835,0
19836,201704_19836,0
19837,201704_19837,0
19838,201704_19838,1
19839,201704_19839,0
19840,201704_19840,1
19841,201704_19841,0
19842,201704_19842,1
19843,201704_19843,1
19844,201704_19844,1
19845,201704_19845,1
19846,201704_19846,1
19847,201704_19847,0
19848,201704_19848,1
19849,201704_19849,1
19850,201704_19850,1
19851,201704_19851,1
19852,201704_19852,1
19853,201704_19853,1
19854,201704_19854,1
19855,201704_19855,0
19856,201704_19856,1
19857,201704_19857,1
19858,201704_19858,1
19859,201704_19859,1
19860,201704_19860,0
19861,201704_19861,0
19862,201704_19862,1
19863,201704_19863,0
19864,201704_19864,0
19865,201704_19865,1
19866,201704_19866,0
19867,201704_19867,0
19868,201704_19868,1
19869,201704_19869,0
19870,201704_19870,0
19871,201704_19871,0
19872,201704_19872,1
19873,201704_19873,1
19874,201704_19874,0
19875,201704_19875,1
19876,201704_19876,0
19877,201704_19877,0
19878,201704_19878,1
19879,201704_19879,0
19880,201704_19880,1
19881,201704_19881,1
19882,201704_19882,1
19883,201704_19883,1
19884,201704_19884,0
19885,201704_19885,1
19886,201704_19886,0
19887,201704_19887,1
19888,201704_19888,1
19889,201704_19889,1
19890,201704_19890,0
19891,201704_19891,1
19892,201704_19892,1
19893,201704_19893,0
19894,201704_19894,0
19895,201704_19895,1
19896,201704_19896,1
19897,201704_19897,1
19898,201704_19898,0
19899,201704_19899,1
19900,201704_19900,1
19901,201704_19901,0
19902,201704_19902,1
19903,201704_19903,1
19904,201704_19904,1
19905,201704_19905,1
19906,201704_19906,1
19907,201704_19907,0
19908,201704_19908,1
19909,201704_19909,1
19910,201704_19910,0
19911,201704_19911,1
19912,201704_19912,1
19913,201704_19913,0
19914,201704_19914,1
19915,201704_19915,0
19916,201704_19916,1
19917,201704_19917,1
19918,201704_19918,1
19919,201704_19919,1
19920,201704_19920,1
19921,201704_19921,0
19922,201704_19922,1
19923,201704_19923,1
19924,201704_19924,1
19925,201704_19925,1
19926,201704_19926,1
19927,201704_19927,0
19928,201704_19928,0
19929,201704_19929,0
19930,201704_19930,0
19931,201704_19931,1
19932,201704_19932,0
19933,201704_19933,1
19934,201704_19934,1
19935,201704_19935,1
19936,201704_19936,1
19937,201704_19937,1
19938,201704_19938,1
19939,201704_19939,1
19940,201704_19940,0
19941,201704_19941,0
19942,201704_19942,1
19943,201704_19943,1
19944,201704_19944,0
19945,201704_19945,1
19946,201704_19946,0
19947,201704_19947,0
19948,201704_19948,1
19949,201704_19949,1
19950,201704_19950,0
19951,201704_19951,1
19952,201704_19952,0
19953,201704_19953,0
19954,201704_19954,1
19955,201704_19955,1
19956,201704_19956,0
19957,201704_19957,0
19958,201704_19958,0
19959,201704_19959,0
19960,201704_19960,1
19961,201704_19961,0
19962,201704_19962,0
19963,201704_19963,0
19964,201704_19964,0
19965,201704_19965,1
19966,201704_19966,1
19967,201704_19967,1
19968,201704_19968,0
19969,201704_19969,0
19970,201704_19970,1
19971,201704_19971,0
19972,201704_19972,0
19973,201704_19973,0
19974,201704_19974,0
19975,201704_19975,1
19976,201704_19976,1
19977,201704_19977,1
19978,201704_19978,0
19979,201704_19979,1
19980,201704_19980,0
19981,201704_19981,1
19982,201704_19982,1
19983,201704_19983,1
19984,201704_19984,0
19985,201704_19985,1
19986,201704_19986,1
19987,201704_19987,0
19988,201704_19988,0
19989,201704_19989,0
19990,201704_19990,0
19991,201704_19991,0
19992,201704_19992,1
19993,201704_19993,0
19994,201704_19994,0
19995,201704_19995,1
19996,201704_19996,1
19997,201704_19997,1
19998,201704_19998,1
19999,201704_19999,1
20000,201704_20000,0
20001,201704_20001,0
20002,201704_20002,1
20003,201704_20003,0
20004,201704_20004,1
20005,201704_20005,0
20006,201704_20006,0
20007,201704_20007,0
20008,201704_20008,0
20009,201704_20009,1
20010,201704_20010,0
20011,201704_20011,0
20012,201704_20012,1
20013,201704_20013,1
20014,201704_20014,0
20015,201704_20015,1
20016,201704_20016,0
20017,201704_20017,1
20018,201704_20018,0
20019,201704_20019,1
20020,201704_20020,1
20021,201704_20021,0
20022,201704_20022,1
20023,201704_20023,0
20024,201704_20024,0
20025,201704_20025,0
20026,201704_20026,1
20027,201704_20027,0
20028,201704_20028,0
20029,201704_20029,0
20030,201704_20030,1
20031,201704_20031,0
20032,201704_20032,0
20033,201704_20033,1
